decall;dxcall;freq;band;S/N;datetime;country;continent;mode;decontinent;dxcontinent;de_country;skimmode
WZ7I;DO1HJK;3573.0;80M;04;2018-03-24 06:04;;null;;;;CQ
WZ7I;W2DLL;7074.0;40M;17;2018-03-24 06:04;;null;;;;CQ
9A1CIG;F4EFB;7034.0;40M;33;2018-03-24 06:04;;CW;;;;CQ
KC4YVA;EA6NB;7020.0;40M;5;2018-03-24 06:04;;CW;;;;CQ
G0LUJ;EA6NB;7020.0;40M;0;2018-03-24 06:04;;CW;;;;CQ
VK4CT;EA6NB;7020.0;40M;11;2018-03-24 06:04;;CW;;;;CQ
KM3T;M0IHT;3525.5;80M;6;2018-03-24 06:04;;CW;;;;CQ
DJ9IE;OK1IF;5353.5;60M;29;2018-03-24 06:04;;CW;;;;CQ
W4AX;W5ZR;3529.0;80M;29;2018-03-24 06:04;;CW;;;;CQ
JO1YYP;JI5XTP/2;7011.0;40M;29;2018-03-24 06:04;;CW;;;;CQ
W7HR;W5ZR;3529.0;80M;37;2018-03-24 06:04;;CW;;;;CQ
VE6AO;W5ZR;3529.1;80M;11;2018-03-24 06:04;;CW;;;;CQ
NC7J;W5ZR;3529.0;80M;32;2018-03-24 06:04;;CW;;;;CQ
KO7SS;W5ZR;3529.0;80M;41;2018-03-24 06:04;;CW;;;;CQ
VK4CT;VK3FRC;14020.0;20M;21;2018-03-24 06:04;;CW;;;;CQ
W2AXR;W5ZR;3529.0;80M;18;2018-03-24 06:04;;CW;;;;CQ
KM3T2;W5ZA;3529.0;80M;19;2018-03-24 06:04;;CW;;;;CQ
K4KDJ;W5ZR;3529.0;80M;31;2018-03-24 06:04;;CW;;;;CQ
N6TV;W5ZR;3529.0;80M;23;2018-03-24 06:04;;CW;;;;CQ
K9IMM;W5ZR;3529.0;80M;30;2018-03-24 06:04;;CW;;;;CQ
K9TM4;W5ZR;3529.0;80M;25;2018-03-24 06:04;;CW;;;;CQ
CT1BOH;W5ZR;3529.0;80M;8;2018-03-24 06:04;;CW;;;;CQ
WA3OPY;W5ZR;3529.1;80M;34;2018-03-24 06:04;;CW;;;;CQ
VE6WZ;W5ZR;3528.85;80M;28;2018-03-24 06:04;;CW;;;;CQ
K8ND;W5ZR;3529.0;80M;30;2018-03-24 06:04;;CW;;;;CQ
WE9V;W5ZR;3529.1;80M;33;2018-03-24 06:04;;CW;;;;CQ
N0TA;W5ZR;3529.0;80M;21;2018-03-24 06:04;;CW;;;;CQ
N9YKE;W5ZR;3529.0;80M;30;2018-03-24 06:04;;CW;;;;CQ
JA4ZRK;JA1JON;7022.1;40M;13;2018-03-24 06:04;;CW;;;;CQ
VE7CC;W5ZR;3529.0;80M;26;2018-03-24 06:04;;CW;;;;CQ
M0ORD;DJ8CZ;3561.0;80M;13;2018-03-24 06:04;;CW;;;;CQ
W4KKN;W5ZR;3529.0;80M;25;2018-03-24 06:04;;CW;;;;CQ
K3PA;W5ZR;3529.0;80M;42;2018-03-24 06:04;;CW;;;;CQ
KC4YVA;W5ZR;3529.0;80M;19;2018-03-24 06:04;;CW;;;;CQ
F6IIT;DJ8CZ;3561.0;80M;13;2018-03-24 06:04;;CW;;;;CQ
JO1YYP;JL2OGZ/2;7012.3;40M;18;2018-03-24 06:04;;CW;;;;CQ
SM7IUN;UA4NU;10128.0;30M;5;2018-03-24 06:05;;CW;;;;CQ
IK3STG;R3PJN;14009.2;20M;15;2018-03-24 06:05;;CW;;;;CQ
ON5KQ;DL4CF;3526.0;80M;32;2018-03-24 06:05;;CW;;;;CQ
HB9JCB;R3PJN;14009.3;20M;22;2018-03-24 06:05;;CW;;;;CQ
WZ7I;EA1AL;3573.0;80M;3;2018-03-24 06:05;;null;;;;CQ
WZ7I;KK6KC;3573.0;80M;16;2018-03-24 06:05;;null;;;;CQ
9A1CIG;RV65CQRV;14035.0;20M;16;2018-03-24 06:05;;CW;;;;CQ
N7TR;W5ZR;3529.0;80M;26;2018-03-24 06:05;;CW;;;;CQ
M0ORD;R3PJN;14009.3;20M;11;2018-03-24 06:05;;CW;;;;CQ
F6IIT;R3PJN;14009.4;20M;12;2018-03-24 06:05;;CW;;;;CQ
F5RRS;R3PJN;14009.4;20M;10;2018-03-24 06:05;;CW;;;;CQ
DL9GTB;4X6TU;14100.1;20M;16;2018-03-24 06:05;;CW;;;;null
WA7LNW;W5ZR;3529.0;80M;34;2018-03-24 06:05;;CW;;;;CQ
VE7CC7;W5ZR;3529.0;80M;30;2018-03-24 06:05;;CW;;;;CQ
W3OA;W5ZR;3529.0;80M;36;2018-03-24 06:05;;CW;;;;CQ
W8WWV;W5ZR;3529.1;80M;29;2018-03-24 06:05;;CW;;;;CQ
OE6TZE;4X6TU;18110.1;17M;12;2018-03-24 06:05;;CW;;;;null
N4ZR/3;W5ZR;3529.0;80M;28;2018-03-24 06:05;;CW;;;;CQ
DJ2BC;DJ8CZ;3561.0;80M;6;2018-03-24 06:05;;CW;;;;CQ
WB6BEE;W5ZR;3529.0;80M;38;2018-03-24 06:05;;CW;;;;CQ
PJ2A;W5ZR;3529.0;80M;22;2018-03-24 06:05;;CW;;;;CQ
